date,region,category,product,sales,profit,orders,customer_rating
2023-02-21,West,Home,Vacuum,21719.25,5047.72,35,4.56
2025-10-20,West,Home,Coffee Machine,19311.6,4447.83,38,3.27
2025-05-14,West,Office,Desk,1193.85,202.76,3,3.83
2025-10-30,West,Office,Printer,6688.5,1054.85,13,3.53
2025-08-29,Central,Home,Lamp,9120.0,2180.63,12,4.33
2023-12-01,North,Home,Air Purifier,27001.66,6864.33,33,3.89
2023-10-05,East,Fashion,Backpack,2948.19,761.69,21,3.34
2025-04-09,West,Fashion,Watch,2992.5,960.36,15,3.3
2024-02-03,West,Electronics,Headphones,6454.35,845.67,9,3.52
2023-12-17,West,Fitness,Dumbbells,14182.56,3273.76,24,4.53
2024-08-17,East,Home,Blender,2533.08,473.39,22,3.72
2024-09-04,Central,Electronics,Monitor,4376.0,997.32,8,3.69
2024-05-30,South,Fitness,Protein Mixer,39244.26,8186.42,33,4.83
2025-02-06,West,Fashion,Jeans,88.2,28.59,4,4.63
2023-12-30,West,Office,Printer,1233.54,303.72,11,3.45
2025-09-06,South,Fitness,Yoga Mat,2545.28,683.32,4,3.96
2023-02-24,North,Fashion,Watch,7150.26,2166.67,39,4.08
2023-01-19,East,Electronics,Headphones,24368.27,4624.05,23,4.98
2023-01-04,North,Electronics,Headphones,25956.0,6006.29,36,4.93
2023-05-04,South,Office,Desk,15364.8,3047.61,36,4.31
2023-12-02,East,Fitness,Protein Mixer,1185.34,215.66,6,4.72
2025-05-16,Central,Office,Chair,13668.0,3548.18,34,4.02
2024-03-12,West,Home,Air Purifier,438.9,101.81,2,4.16
2025-06-08,West,Office,Keyboard,13104.0,2996.65,24,4.59
2024-04-29,North,Office,Mouse,16949.68,3757.74,34,4.49
2025-01-01,South,Fashion,Watch,5459.16,1455.16,21,3.9
2024-08-08,East,Office,Keyboard,13450.17,2123.98,23,3.78
2023-11-19,East,Home,Blender,13758.62,3895.36,22,4.59
2025-09-22,South,Home,Air Purifier,3778.15,1096.09,5,3.95
2025-10-04,North,Fashion,Sneakers,3967.56,1080.93,12,3.49
2024-06-05,West,Fashion,Watch,4783.8,1633.85,34,3.82
2023-10-21,East,Electronics,Smartphone,36375.15,5852.22,35,3.88
2024-08-05,South,Office,Printer,1195.04,188.51,11,3.57
2025-12-15,North,Fitness,Treadmill,37277.76,8533.1,29,4.69
2024-08-10,North,Office,Mouse,440.84,77.72,4,4.11
2023-06-27,East,Home,Coffee Machine,1171.6,282.21,4,4.05
2023-11-21,North,Fashion,Jeans,9176.06,3168.49,32,4.02
2025-02-12,West,Fitness,Yoga Mat,26712.0,6693.95,40,4.65
2023-08-16,East,Home,Blender,2516.92,447.02,14,4.55
2023-06-18,South,Office,Chair,13620.74,3365.31,34,3.23
2025-02-28,North,Office,Keyboard,2702.72,509.74,8,4.88
2024-05-16,Central,Fitness,Yoga Mat,19360.0,5021.02,16,4.85
2023-11-19,North,Home,Blender,20542.32,4105.96,30,4.98
2024-09-06,North,Fashion,Jeans,7828.0,2769.5,40,3.91
2024-05-29,West,Home,Coffee Machine,583.8,97.6,2,4.78
2025-01-18,West,Fashion,Watch,1905.75,433.0,33,4.81
2023-03-31,West,Home,Air Purifier,10810.8,3083.39,22,4.44
2023-03-08,West,Electronics,Headphones,4662.0,935.9,3,4.08
2025-02-28,North,Fashion,Jacket,3625.6,1184.35,32,3.56
2025-09-30,West,Office,Mouse,11348.4,2279.48,28,4.04
2025-05-02,West,Home,Coffee Machine,9639.0,1998.09,20,3.93
2025-01-28,Central,Electronics,Tablet,4110.0,601.25,5,4.83
2025-02-03,South,Electronics,Monitor,5750.16,1344.71,6,4.81
2025-09-22,Central,Fashion,Watch,10296.0,2965.01,33,3.6
2023-04-15,West,Home,Blender,5455.8,1402.6,12,3.21
2024-07-30,West,Electronics,Smartphone,14847.0,3515.22,14,3.64
2024-12-09,East,Electronics,Monitor,9351.79,1338.41,12,3.84
2024-08-15,West,Fitness,Yoga Mat,3297.0,693.66,20,4.04
2024-09-23,South,Electronics,Smartphone,30361.0,4397.56,25,4.71
2025-11-20,Central,Electronics,Laptop,16430.4,3661.25,28,3.94
2024-11-16,Central,Office,Desk,1386.0,222.06,11,3.58
2025-03-16,West,Fitness,Exercise Bike,41891.85,9969.44,31,4.25
2024-01-30,North,Home,Coffee Machine,26512.2,7243.57,39,4.34
2023-11-15,South,Office,Desk,12288.35,2000.04,27,4.61
2025-04-04,East,Office,Desk,2550.25,667.03,5,4.32
2025-10-22,North,Fashion,Jeans,4581.44,1062.04,16,3.42
2025-10-14,West,Fashion,Watch,3958.5,1090.25,26,4.11
2023-08-11,West,Office,Chair,787.5,216.1,2,4.6
2025-07-27,East,Office,Printer,16225.65,3355.48,35,4.79
2025-01-22,North,Electronics,Monitor,47484.03,6766.52,33,4.58
2023-02-01,West,Fashion,Jacket,10899.0,2798.41,30,3.26
2023-03-27,Central,Fashion,Watch,510.0,189.19,15,3.48
2025-03-22,West,Fashion,Jeans,216.3,55.33,2,4.81
2023-01-02,West,Home,Air Purifier,17144.4,4609.87,26,4.26
2024-10-12,North,Fitness,Exercise Bike,7201.76,1891.53,16,3.82
2025-10-11,Central,Fitness,Protein Mixer,30352.0,6365.67,28,4.94
2023-09-19,West,Office,Keyboard,1001.7,217.41,3,3.89
2023-01-27,West,Home,Lamp,337.05,97.78,3,4.56
2024-08-02,West,Office,Printer,1420.65,264.12,3,4.24
2024-03-24,Central,Fitness,Treadmill,988.0,268.4,19,3.85
2023-03-27,North,Electronics,Laptop,22180.02,3443.6,37,4.01
2024-04-12,North,Fashion,Jeans,6924.69,1952.48,27,3.5
2023-05-26,East,Fashion,Jeans,12443.2,3315.26,40,4.46
2023-07-24,Central,Office,Desk,8917.0,2072.07,37,3.52
2023-12-08,Central,Fitness,Dumbbells,31881.6,9420.58,36,4.66
2024-11-29,North,Fashion,Watch,1680.96,520.07,5,4.29
2023-11-16,North,Electronics,Smartphone,4694.33,764.72,3,3.58
2025-09-28,West,Electronics,Headphones,14610.75,2220.17,11,4.55
2025-04-09,South,Fitness,Treadmill,3761.66,864.79,7,4.0
2025-12-25,Central,Home,Coffee Machine,7858.8,2126.74,37,4.87
2025-09-02,West,Electronics,Tablet,15236.55,2669.35,21,3.31
2024-02-19,North,Fitness,Protein Mixer,21327.18,5286.61,17,3.97
2025-02-10,East,Office,Printer,2888.6,667.49,10,4.01
2024-11-21,East,Home,Vacuum,10840.13,2627.36,13,4.99
2025-02-12,North,Office,Keyboard,19612.23,3905.16,33,3.95
2023-02-20,West,Office,Chair,14817.6,3671.4,36,4.98
2023-11-14,Central,Office,Desk,3531.6,849.83,9,3.53
2023-07-14,East,Office,Mouse,7435.62,1636.51,18,4.86
2023-01-08,East,Office,Desk,559.54,150.48,2,4.4
2025-07-03,East,Fashion,Sneakers,1739.22,421.39,7,3.55
2025-05-05,Central,Home,Vacuum,11300.0,2120.89,25,4.14
2023-02-11,South,Fashion,Jacket,2840.16,1048.77,12,4.4
2025-03-23,North,Fitness,Dumbbells,29844.25,9414.15,25,4.59
2024-09-30,West,Office,Chair,1795.5,416.77,19,4.37
2023-07-14,South,Office,Desk,3395.0,943.86,25,3.77
2025-12-28,North,Electronics,Tablet,18305.16,2554.32,10,4.12
2023-03-16,North,Fashion,Watch,618.0,198.96,12,4.0
2025-11-12,South,Fashion,Backpack,2048.64,629.57,20,3.72
2023-06-05,South,Fitness,Dumbbells,3763.6,860.04,10,4.72
2023-05-19,North,Electronics,Headphones,61594.0,11203.77,40,4.35
2025-06-29,West,Electronics,Headphones,5874.75,1168.18,15,4.57
2023-12-16,North,Home,Coffee Machine,4541.06,1004.59,11,3.84
2024-12-26,Central,Office,Desk,183.6,47.0,1,3.28
2024-04-11,West,Home,Vacuum,26576.55,7200.48,39,3.28
2025-03-24,East,Office,Keyboard,5469.15,1359.79,19,3.62
2024-03-07,East,Fitness,Yoga Mat,40383.84,9592.14,34,3.37
2023-09-20,South,Fashion,Watch,640.2,228.42,22,4.39
2024-10-07,North,Home,Lamp,2843.83,618.05,11,4.44
2025-08-23,North,Fashion,Sneakers,468.65,154.68,13,4.85
2025-09-23,East,Fashion,Watch,8231.5,2309.36,25,3.3
2023-08-01,East,Home,Air Purifier,612.06,106.32,1,4.74
2023-01-10,East,Fashion,Jeans,1664.48,494.86,8,3.99
2024-08-16,West,Office,Keyboard,1255.8,273.79,13,4.2
2025-09-25,South,Office,Printer,4568.7,816.1,15,3.63
2023-03-27,West,Home,Blender,15929.55,4472.16,39,3.37
2025-09-28,Central,Home,Lamp,4823.0,1335.94,13,4.91
2025-07-28,West,Electronics,Monitor,33416.25,7926.32,25,3.37
2023-02-13,East,Electronics,Smartphone,33851.16,4454.42,38,4.47
2024-07-23,West,Fitness,Yoga Mat,12300.75,3595.05,33,3.96
2025-03-03,North,Fashion,Jeans,3837.78,1371.78,27,3.99
2023-08-15,West,Fashion,Watch,3817.8,1353.07,36,3.5
2025-12-29,Central,Fitness,Protein Mixer,16072.8,3802.93,37,3.73
2025-01-23,East,Home,Lamp,13907.7,2399.25,18,3.93
2023-09-10,West,Fitness,Treadmill,21659.4,6125.12,18,4.0
2024-05-03,South,Fitness,Treadmill,2589.9,678.05,3,3.49
2024-09-17,East,Fashion,Jeans,5833.76,2089.69,38,3.41
2025-04-21,South,Fashion,Watch,6626.07,2164.87,33,4.51
2024-10-22,North,Fitness,Treadmill,35559.72,8012.81,28,3.2
2024-04-04,East,Electronics,Headphones,5580.25,1308.52,25,4.43
2023-10-30,East,Fitness,Exercise Bike,7351.79,1428.91,29,4.53
2024-08-28,West,Home,Vacuum,411.6,93.7,2,3.93
2025-06-16,South,Fitness,Dumbbells,11438.24,2430.61,16,4.12
2023-09-16,West,Fitness,Yoga Mat,19026.0,3544.02,30,4.32
2024-12-19,East,Fitness,Treadmill,3234.83,684.82,17,3.48
2025-06-18,West,Electronics,Headphones,23615.55,3497.87,21,4.44
2024-03-29,East,Fitness,Protein Mixer,10350.48,2393.0,28,3.63
2025-07-16,East,Fashion,Sneakers,6238.77,1668.61,29,3.8
2023-08-14,West,Home,Blender,1569.75,221.87,23,4.9
2025-12-24,West,Electronics,Monitor,19475.82,3140.3,13,4.26
2025-03-24,Central,Office,Printer,5432.0,1085.17,28,3.36
2023-06-04,East,Fashion,Watch,5680.24,1429.5,38,4.58
2023-02-10,Central,Home,Coffee Machine,6084.0,938.57,13,3.78
2023-11-06,South,Fitness,Yoga Mat,1955.52,352.65,3,4.44
2023-05-29,West,Office,Mouse,24078.6,5672.4,39,4.2
2025-11-21,West,Electronics,Smartphone,510.3,93.15,1,3.22
2023-09-05,Central,Fashion,Sneakers,328.0,110.04,2,3.29
2025-11-27,East,Fitness,Dumbbells,7795.58,2023.54,16,4.8
2025-05-30,East,Electronics,Smartphone,8863.76,1222.17,8,3.91
2024-07-01,West,Office,Desk,12370.05,3217.95,21,3.64
2025-01-26,West,Electronics,Tablet,28228.2,4587.95,26,3.71
2023-04-28,East,Fashion,Jeans,4260.18,1035.51,19,4.5
2023-09-24,South,Fashion,Backpack,1658.7,432.5,18,4.85
2025-01-15,South,Fitness,Treadmill,17174.82,5147.87,26,3.64
2025-01-25,South,Electronics,Monitor,24240.3,3935.28,34,4.3
2024-02-06,Central,Home,Air Purifier,7150.0,1187.74,10,3.35
2024-04-17,East,Office,Keyboard,6499.35,1819.36,39,4.21
2025-11-18,South,Electronics,Smartphone,502.85,85.72,2,3.9
2025-07-20,East,Fashion,Backpack,1145.34,265.39,7,4.54
2025-12-18,North,Office,Chair,2358.29,483.13,4,4.36
2023-06-12,North,Office,Desk,11624.58,2864.51,33,3.35
2025-09-01,West,Fashion,Watch,2314.2,557.14,19,3.67
2025-07-12,West,Home,Air Purifier,15285.9,4573.84,29,4.78
2024-07-31,North,Office,Desk,9167.0,1649.49,25,4.18
2023-02-02,South,Fashion,Backpack,4749.12,1405.59,16,4.78
2023-12-30,Central,Fashion,Jacket,1680.0,598.66,4,4.48
2025-04-22,East,Fitness,Protein Mixer,6128.68,1743.49,37,3.6
2024-08-18,Central,Fashion,Backpack,424.0,136.19,8,4.93
2024-07-29,Central,Electronics,Laptop,31444.0,4292.63,28,4.7
2025-10-07,Central,Home,Lamp,7590.0,1087.28,10,3.24
2023-12-31,East,Electronics,Laptop,5880.62,984.5,4,3.66
2025-03-25,Central,Fashion,Sneakers,281.0,83.57,1,3.53
2024-08-23,West,Office,Chair,18606.0,4039.65,40,4.02
2024-11-10,South,Fashion,Watch,2460.7,688.26,14,4.01
2024-03-11,West,Fitness,Exercise Bike,23110.5,5129.1,31,3.99
2025-08-21,North,Electronics,Tablet,2383.42,559.31,2,4.07
2025-04-24,West,Home,Air Purifier,7549.5,1962.85,10,3.51
2025-05-16,West,Office,Printer,3045.0,534.82,10,4.49
2025-07-01,Central,Home,Coffee Machine,7626.0,1978.02,31,4.44
2025-03-01,West,Fashion,Backpack,2966.25,964.04,25,4.41
2025-03-19,Central,Office,Desk,8347.0,2193.37,17,4.71
2023-02-03,South,Fitness,Exercise Bike,6386.48,1497.23,8,4.12
2023-08-10,Central,Electronics,Tablet,11315.0,2374.28,31,3.49
2025-03-14,East,Office,Mouse,12386.64,2812.44,24,3.53
2023-07-16,West,Fashion,Jeans,3678.15,1218.45,31,3.39
2024-02-04,Central,Office,Keyboard,1540.0,382.72,5,4.07
2025-12-13,North,Office,Mouse,10145.09,2067.35,38,3.86
2023-11-14,South,Fashion,Jeans,7308.76,1835.91,21,4.61
2023-12-30,Central,Office,Chair,11256.0,2459.78,35,3.83
2025-09-19,East,Fashion,Watch,4999.5,1220.59,18,4.14
2024-12-24,North,Electronics,Laptop,10728.48,1694.36,31,4.54
2023-01-25,North,Home,Lamp,1668.6,415.26,36,4.65
2025-06-10,West,Home,Coffee Machine,14464.8,3843.72,28,3.64
2025-06-28,East,Office,Chair,4893.45,1039.06,15,4.88
2023-08-23,Central,Fitness,Dumbbells,364.0,90.94,14,3.76
2024-08-16,North,Home,Blender,21808.19,5231.57,31,3.97
2024-12-28,East,Fashion,Sneakers,6938.7,1654.02,25,4.2
2024-04-19,West,Fitness,Yoga Mat,13519.8,3959.59,29,4.27
2023-08-27,West,Home,Coffee Machine,12155.85,3243.46,17,4.85
2024-01-06,East,Office,Mouse,16594.3,3435.29,31,4.13
2023-05-29,West,Fitness,Yoga Mat,38311.35,9780.94,31,3.43
2023-02-28,North,Office,Mouse,7260.47,1196.02,19,3.26
2024-04-03,Central,Fashion,Sneakers,2061.0,515.56,9,3.62
2024-04-29,East,Electronics,Headphones,18598.14,2932.04,31,5.0
2023-09-03,South,Office,Mouse,15818.76,3666.74,36,3.46
2025-05-20,West,Fitness,Dumbbells,15513.75,4676.92,15,3.94
2025-10-18,Central,Fashion,Watch,912.0,288.28,19,3.48
2023-02-05,North,Fashion,Sneakers,2544.1,656.42,26,3.8
2025-05-21,East,Home,Vacuum,2205.84,580.81,21,3.5
2025-07-31,North,Home,Lamp,743.66,195.11,1,3.86
2025-09-04,Central,Fitness,Yoga Mat,11256.0,2063.96,24,3.54
2025-04-30,Central,Electronics,Headphones,7686.0,1215.22,7,3.53
2025-07-10,South,Fashion,Backpack,3339.71,1200.05,11,3.97
2025-12-19,North,Office,Mouse,25941.17,6998.22,36,4.57
2023-11-28,West,Electronics,Headphones,19969.74,2506.43,27,3.84
2023-07-25,East,Office,Printer,3326.94,504.2,9,4.55
2023-05-13,Central,Fashion,Jeans,8410.0,2905.4,29,4.33
2023-11-10,North,Electronics,Monitor,22841.28,2903.4,24,3.41
2023-09-01,Central,Fitness,Treadmill,17472.0,4729.78,24,3.7
2023-03-26,North,Home,Vacuum,22248.0,4814.67,36,4.32
2024-09-22,East,Electronics,Headphones,48561.81,11336.85,33,3.59
2023-12-04,South,Home,Air Purifier,13707.26,2435.97,32,3.73
2025-04-13,East,Office,Printer,887.79,163.16,3,3.23
2025-10-12,West,Fashion,Jeans,182.7,57.14,1,4.9
2023-01-29,West,Office,Desk,20322.75,3319.6,35,3.73
2023-07-16,South,Fashion,Sneakers,3035.13,780.21,21,3.48
2023-08-10,West,Home,Blender,13611.15,2257.93,29,3.84
2025-09-27,East,Fitness,Protein Mixer,43423.94,10650.79,37,3.6
2025-05-18,North,Home,Air Purifier,3694.61,781.96,17,4.73
2024-01-15,East,Home,Vacuum,3282.5,847.43,10,3.66
2025-08-06,South,Fashion,Sneakers,8660.16,3024.79,32,4.0
2023-12-04,East,Fashion,Watch,814.46,278.6,32,3.69
2024-01-25,North,Office,Keyboard,5567.15,897.54,23,3.47
2024-06-07,Central,Electronics,Smartphone,15947.0,3190.06,37,3.45
2025-01-23,North,Fitness,Yoga Mat,2799.54,509.11,18,3.33
2024-09-20,South,Fitness,Dumbbells,40072.64,8062.71,32,4.01
2023-09-14,West,Office,Chair,9915.15,2279.22,19,4.25
2025-07-03,Central,Home,Air Purifier,12432.0,2126.14,37,3.82
2025-04-17,West,Fitness,Dumbbells,29129.1,7878.36,22,3.54
2023-09-10,West,Office,Desk,156.45,29.62,1,3.54
2025-11-14,North,Electronics,Tablet,9171.12,2000.56,35,4.77
2025-01-18,Central,Office,Mouse,1808.0,399.1,16,3.36
2023-02-14,North,Home,Lamp,580.92,86.87,12,3.94
2025-10-09,East,Office,Chair,6326.64,1069.42,36,4.9
2025-05-01,North,Office,Printer,327.54,86.02,3,4.37
2025-12-08,Central,Fitness,Dumbbells,35245.2,8408.66,23,4.97
2023-07-10,Central,Office,Keyboard,6003.0,1268.05,29,3.35
2023-02-06,Central,Home,Blender,2608.0,642.6,4,4.07
2024-08-07,West,Office,Printer,13351.8,3466.2,34,3.61
2023-11-09,South,Electronics,Tablet,48888.0,9800.8,30,4.27
2025-09-29,East,Office,Mouse,11948.3,2275.76,35,4.06
2025-05-27,East,Fashion,Jacket,4637.92,1501.44,16,3.7
2025-10-06,South,Home,Lamp,139.68,23.76,3,4.33
2025-10-21,East,Electronics,Smartphone,1486.72,322.23,8,3.29
2023-07-05,North,Home,Air Purifier,255.44,76.07,1,4.44
2024-07-19,West,Office,Desk,3654.0,687.2,8,3.21
2023-09-05,West,Fitness,Treadmill,3077.55,800.69,3,3.33
2025-04-25,East,Electronics,Laptop,29533.41,7080.03,27,3.85
2023-02-27,South,Home,Vacuum,3897.46,1008.66,7,3.5
2025-06-20,West,Office,Printer,1052.1,169.5,3,4.75
2024-12-13,West,Fashion,Jeans,10924.2,3319.4,30,4.65
2024-05-25,Central,Electronics,Headphones,2292.0,293.38,6,4.1
2025-06-19,West,Home,Coffee Machine,3795.75,1042.5,5,4.8
2024-10-19,West,Electronics,Headphones,19682.25,3485.14,23,4.96
2023-07-02,West,Electronics,Headphones,3543.75,473.45,3,4.4
2023-11-29,West,Fashion,Sneakers,10080.0,3136.47,25,4.4
2025-03-27,South,Home,Coffee Machine,2914.85,504.05,5,4.93
2025-08-26,East,Electronics,Laptop,8372.9,1280.8,10,4.36
2023-06-12,North,Home,Blender,4665.9,1099.36,15,3.81
2025-05-15,East,Office,Chair,7023.54,1350.05,19,4.55
2023-01-20,East,Home,Lamp,2587.62,768.17,7,3.6
2023-08-04,South,Home,Air Purifier,17771.37,4434.31,31,3.3
2023-01-29,South,Fashion,Jeans,6006.24,1578.41,18,3.6
2025-06-03,South,Fashion,Watch,7618.38,1769.3,33,4.66
2024-06-04,North,Fitness,Yoga Mat,510.88,141.78,8,3.23
2023-02-13,South,Fashion,Backpack,5983.93,2015.31,31,3.9
2024-02-25,West,Fashion,Sneakers,1749.3,586.66,7,4.86
2025-11-16,West,Fitness,Dumbbells,36560.16,7349.07,26,3.41
2023-10-13,Central,Fashion,Backpack,858.0,301.96,6,4.48
2025-05-28,East,Office,Mouse,8138.58,1516.26,17,3.46
2025-09-30,South,Home,Air Purifier,133.86,28.15,1,3.4
2024-08-11,North,Fashion,Watch,2873.7,1047.78,9,4.65
2025-01-05,East,Electronics,Monitor,19710.15,3300.38,15,4.02
2025-05-14,North,Office,Mouse,2801.6,457.38,16,3.29
2024-01-20,East,Electronics,Headphones,35239.91,5408.28,37,3.39
2024-01-07,South,Office,Chair,3321.28,637.11,16,4.58
2023-08-03,South,Fashion,Backpack,6984.0,1674.92,36,4.91
2024-01-16,Central,Electronics,Headphones,467.0,90.63,1,3.62
2024-07-06,East,Fitness,Protein Mixer,534.29,128.91,1,3.62
2024-03-03,South,Electronics,Laptop,19066.32,3193.28,18,4.08
2024-04-21,East,Electronics,Laptop,8262.81,1838.37,9,4.12
2024-04-20,Central,Fashion,Jacket,5274.0,1447.7,18,4.08
2023-05-24,West,Home,Blender,5644.8,1487.34,16,4.81
2024-04-22,South,Electronics,Headphones,2124.3,509.55,6,4.27
2024-01-25,North,Fitness,Dumbbells,42147.6,8854.68,40,4.37
2023-10-08,North,Electronics,Headphones,2632.68,330.16,9,4.95
2025-06-02,East,Home,Blender,12701.76,1901.44,24,3.44
2024-03-24,East,Fashion,Sneakers,173.72,39.17,2,3.82
2024-04-24,North,Fashion,Jeans,2667.7,953.84,37,4.89
2025-06-10,East,Home,Coffee Machine,23314.84,3389.48,29,4.92
2024-10-29,East,Home,Vacuum,3902.64,949.74,12,4.27
2023-05-27,North,Office,Desk,936.27,217.02,3,3.33
2025-01-05,West,Home,Coffee Machine,312.9,44.93,1,3.85
2025-12-18,West,Fashion,Watch,7100.1,2222.0,23,3.46
2023-10-03,West,Home,Air Purifier,6374.55,1506.88,13,4.11
2024-12-23,West,Office,Desk,12731.04,2905.43,24,3.99
2023-05-26,East,Electronics,Headphones,46150.94,10282.93,31,4.7
2023-11-17,South,Electronics,Laptop,24753.62,3142.45,31,4.86
2025-05-08,Central,Home,Air Purifier,8328.0,2420.42,12,4.81
2025-06-28,South,Electronics,Laptop,55799.25,12166.61,39,4.23
2024-09-18,Central,Home,Coffee Machine,13706.0,2478.2,22,4.63
2025-10-27,Central,Office,Printer,1798.0,418.97,31,4.23
2023-04-03,Central,Office,Keyboard,2352.0,614.23,8,4.23
2025-07-26,West,Home,Air Purifier,31290.0,5330.45,40,3.66
2024-03-07,Central,Home,Lamp,480.0,124.96,1,3.25
2025-05-01,South,Home,Air Purifier,20028.56,5447.39,29,4.65
2025-01-17,South,Fitness,Treadmill,12845.71,3428.87,17,4.17
2025-01-28,South,Fitness,Yoga Mat,19345.68,5294.42,36,4.9
2024-11-23,South,Fitness,Dumbbells,30492.14,8416.31,37,4.87
2023-10-20,Central,Fitness,Dumbbells,24984.0,7963.32,36,4.75
2024-04-25,North,Fitness,Exercise Bike,13979.16,3033.32,12,4.83
2025-01-08,South,Fashion,Backpack,1514.17,498.04,7,3.66
2025-05-10,North,Home,Air Purifier,8502.65,1644.31,13,4.65
2024-12-06,South,Home,Lamp,11565.5,1733.86,23,3.3
2023-05-10,Central,Electronics,Laptop,5820.0,844.02,10,4.23
2024-07-30,Central,Office,Printer,989.0,227.19,23,3.74
2023-05-20,South,Home,Vacuum,7339.02,2101.71,39,3.35
2024-04-17,South,Office,Desk,2716.0,635.6,28,3.72
2025-09-13,South,Office,Mouse,6460.2,1367.15,20,4.6
2024-01-03,North,Electronics,Smartphone,41844.78,6047.48,37,3.83
2023-10-26,West,Office,Keyboard,11088.0,3038.58,30,4.79
2024-07-03,Central,Fashion,Jeans,7047.0,1982.8,29,4.31
2025-06-26,North,Electronics,Tablet,24642.75,3884.18,25,3.33
2023-02-07,South,Fashion,Sneakers,698.4,184.92,30,4.62
2024-01-04,North,Office,Keyboard,8082.41,1445.64,19,3.87
2023-08-22,North,Electronics,Laptop,25150.54,5563.33,29,3.28
2024-01-26,East,Electronics,Headphones,11893.76,2852.97,32,5.0
2024-03-12,West,Fitness,Dumbbells,120.75,24.64,1,4.69
2023-11-23,South,Fashion,Jeans,961.46,354.05,14,3.3
2024-05-26,East,Home,Vacuum,24233.94,6150.46,31,4.92
2024-10-08,North,Home,Vacuum,16417.17,4825.57,21,4.69
2024-01-26,West,Office,Keyboard,15479.1,2980.55,27,3.47
2024-07-13,North,Fitness,Yoga Mat,3481.4,964.05,4,3.4
2023-08-05,East,Fitness,Yoga Mat,8451.68,1974.11,8,4.2
2024-11-07,West,Electronics,Monitor,29647.8,5307.8,26,3.69
2024-07-25,East,Home,Vacuum,369.66,72.25,2,3.42
2023-12-29,West,Fitness,Protein Mixer,4872.42,1261.38,3,3.73
2023-06-10,West,Electronics,Headphones,5664.75,1292.7,5,3.61
2023-08-03,West,Fitness,Exercise Bike,1719.9,312.93,6,4.77
2023-01-13,Central,Home,Vacuum,6228.0,1233.23,12,3.97
2025-06-06,North,Fitness,Exercise Bike,2424.62,538.06,11,3.67
2023-08-15,South,Electronics,Monitor,35773.6,6376.04,40,3.7
2023-07-29,Central,Electronics,Monitor,9522.0,2066.05,18,4.73
2023-12-28,North,Fashion,Sneakers,2206.26,498.9,35,3.84
2023-12-11,West,Electronics,Laptop,1391.04,204.73,4,3.39
2025-02-14,West,Electronics,Headphones,13092.45,2208.75,37,4.54
2025-01-06,South,Fitness,Treadmill,9932.8,3002.02,10,4.65
2024-07-03,Central,Electronics,Headphones,7812.0,1404.3,36,3.72
2023-01-10,North,Electronics,Laptop,36539.25,5643.98,33,4.62
2024-07-20,North,Office,Desk,106.09,24.32,1,3.89
2025-02-02,West,Fashion,Jacket,10878.0,3822.85,40,3.3
2025-09-27,South,Fitness,Treadmill,15780.93,4926.29,17,4.86
2024-11-02,Central,Electronics,Laptop,49770.0,9006.04,35,3.49
2023-01-06,East,Office,Mouse,2508.84,602.5,12,3.87
2024-11-05,South,Electronics,Laptop,16911.76,3151.39,29,3.85
2025-12-22,North,Office,Mouse,8897.96,2285.2,23,4.68
2024-07-16,North,Fitness,Yoga Mat,36193.17,7295.22,39,4.32
2024-06-27,Central,Fitness,Protein Mixer,12714.0,2605.65,13,3.29
2024-02-11,West,Electronics,Tablet,21462.0,4711.61,20,4.31
2023-05-23,Central,Office,Printer,5073.0,1044.98,19,3.55
2024-07-27,Central,Home,Coffee Machine,1800.0,537.76,3,3.62
2025-09-07,West,Electronics,Monitor,13936.65,1685.5,13,4.13
2025-03-02,Central,Office,Desk,1880.0,345.18,10,4.18
2025-11-20,West,Fitness,Exercise Bike,33012.0,9333.05,25,4.91
2023-03-01,Central,Office,Keyboard,1000.0,250.7,4,4.74
2023-07-11,North,Fashion,Watch,8470.72,3113.42,32,3.45
2025-04-27,Central,Electronics,Monitor,18645.0,3689.29,33,3.22
2023-05-10,Central,Fitness,Protein Mixer,1331.0,299.68,11,3.96
2023-10-02,Central,Electronics,Headphones,15030.0,3595.3,30,3.58
2024-12-09,Central,Fashion,Sneakers,13408.8,4095.55,37,3.55
2025-02-11,Central,Fitness,Yoga Mat,1029.0,189.48,7,4.55
2024-10-17,North,Fitness,Yoga Mat,1330.76,370.46,2,3.51
2023-08-07,West,Home,Blender,26443.2,4041.77,32,4.17
2024-02-15,West,Electronics,Smartphone,7830.9,1304.03,22,3.65
2023-11-22,West,Office,Desk,13658.4,2820.61,40,4.84
2024-06-02,West,Fashion,Backpack,4967.55,1478.96,19,4.39
2024-10-09,South,Fitness,Yoga Mat,19659.96,4030.52,36,4.99
2025-08-25,West,Office,Chair,2329.95,583.79,7,4.86
2025-12-12,West,Office,Mouse,12436.2,2844.87,35,3.66
2025-04-24,South,Fashion,Watch,5144.88,1388.83,26,4.08
2023-11-26,Central,Electronics,Tablet,29376.0,3539.46,24,3.94
2025-06-07,North,Home,Air Purifier,4041.72,843.71,6,4.77
2024-05-24,East,Home,Coffee Machine,2417.94,622.94,18,4.57
2024-01-06,East,Office,Desk,12932.04,2709.36,33,4.92
2025-03-23,West,Office,Desk,13672.05,2996.75,29,3.41
2024-06-01,South,Fitness,Treadmill,2435.67,581.82,27,3.64
2024-11-24,West,Fashion,Backpack,1349.46,353.75,21,3.35
